nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
8753109,27603,87531,Deutz,Brut Classic,3999.00,6000.00,666.50,2000-12-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Deutz,Swedish Brand AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
279601,27608,2796,Husets Röda,,69.00,1000.00,69.00,2001-02-05,0,Rött vin,Mjukt & Bärigt,,Papp,,,Spanien,Åkesson Vin,Kiviks Musteri AB,,,13.00%,FS,Ordinarie sortiment,1,0,0,NA,NA,NA
2225702,276166,22257,Gustave Lorentz,Riesling Réserve,57.00,375.00,152.00,2007-10-01,0,Vitt vin,Druvigt & Blommigt,,Flaska,Plast,Alsace,Frankrike,Gustave Lorentz,Bibendum,2017,,12.50%,FS,Ordinarie sortiment,0,0,0,Riesling.,NA,NA
280002,276269,2800,Delas Les Launes,Crozes-Hermitage,85.00,375.00,226.67,2007-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Rhonedalen,Frankrike,Delas,Ward Wines AB,2016,,13.00%,FS,Ordinarie sortiment,0,0,0,Syrah.,NA,NA
768606,276439,7686,André Clouet,Grande Réserve,629.00,1500.00,419.33,2007-10-01,0,Mousserande vin,Vitt Torrt,,Magnum,Natur,Champagne,Frankrike,André Clouet,WineWorld AB,,,12.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
357001,27657,3570,Château de Seguin,Cuvée Prestige,149.00,750.00,198.67,2001-09-03,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Natur,Bordeaux,Frankrike,NA,Chris-Wine AB,2015,,13.00%,FS,Ordinarie sortiment,0,0,0,"75% merlot, 23% cabernet sauvignon och 2% petit verdot.",NA,NA
8383201,277047,83832,Baron de Chirel,Reserva,699.00,750.00,932.00,2007-10-01,0,Rött vin,,,Flaska,,Rioja,Spanien,Marqués de Riscal,Nigab,2012,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8937101,277116,89371,McManis,Pinot Noir,109.00,750.00,145.33,2007-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,McManis Family Vineyards,Divine AB,2017,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8941601,278171,89416,Sincérité,Sauvignon Blanc,109.00,750.00,145.33,2007-11-01,0,Vitt vin,,,Flaska,,Loiredalen,Frankrike,Joseph Mellot,Bornicon & Salming,2015,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8941801,278187,89418,Sancerre,La Chatellenie,229.00,750.00,305.33,2007-11-01,0,Vitt vin,,,Flaska,,Loiredalen,Frankrike,Joseph Mellot,Bornicon & Salming,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
141803,27855,1418,Peroni Nastro Azzurro,,17.90,330.00,54.24,2001-08-06,0,Öl,Ljus lager,Internationell stil,Flaska,,,Italien,Birra Peroni,Multibev AB,,,5.10%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
8552801,27901,85528,Chablis,Premier Cru Montée de Tonnerre,289.00,750.00,385.33,2001-02-01,0,Vitt vin,,,Flaska,,Bourgogne,Frankrike,La Chablisienne,Vinunic AB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8002601,279037,80026,Bowmore,18 Years,819.00,700.00,1170.00,2007-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Morrison's Bowmore Distillery,Edrington Sweden AB,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8053501,27914,80535,Chivas Regal,18 Years,649.00,700.00,927.14,2001-02-01,0,Whisky,Blended whisky,,Flaska,,Skottland,Storbritannien,Chivas Brothers,Pernod Ricard Sweden AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8041602,279318,80416,Kefraya Arak,,369.00,375.00,984.00,2007-10-01,0,Anissprit,Arak,,Flaska,,,Libanon,Château Kefraya,Carovin AB,,,53.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8003201,279352,80032,Goumenissa,,123.00,750.00,164.00,2007-10-01,0,Rött vin,,,Flaska,,Makedonien,Grekland,Boutari,Oenoforos AB,2012,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8124602,279466,81246,De Kuyper,Crème de Menthe Green,162.00,500.00,324.00,2007-10-01,0,Likör,Annan likör,,Flaska,,,Nederländerna,De Kuyper,Pernod Ricard Sweden AB,,,24.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8941901,279890,89419,Ayala,Brut Majeur,399.00,750.00,532.00,2007-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Ayala,Arvid Nordquist Vin och Sprithandel,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1250202,280100,12502,Fasoli Gino,Soave Borgoletto,59.00,375.00,157.33,2007-10-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Natur,Venetien,Italien,Fasoli Gino,Terrific Wines AB,2016,,12.50%,FS,Ordinarie sortiment,1,0,0,Huvudsakligen garganega.,NA,NA
8382301,280162,83823,Glenkinchie,12 Years,433.00,700.00,618.57,2007-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Glenkinchie,Diageo Sweden AB,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8491001,280404,84910,Soave Righetti,,91.00,750.00,121.33,2007-10-01,0,Vitt vin,,,Flaska,,Venetien,Italien,Luigi Righetti,janake wine group AB,2015,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8491601,280532,84916,Glenmorangie,The Quinta Ruban Port Cask Extra Matured,565.00,700.00,807.14,2007-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Glenmorangie,Moët Hennessy Sverige AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8492401,280545,84924,Glenmorangie,Nectar d'Or Sauternes Cask Extra Matured,623.00,700.00,890.00,2007-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Glenmorangie,Moët Hennessy Sverige AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
775001,28110,7750,Asti Araldica,,69.00,750.00,92.00,2001-03-05,0,Mousserande vin,Vitt Sött,,Flaska,,Piemonte,Italien,Araldica Vini Piemontesi,Nigab,,,7.00%,FS,Ordinarie sortiment,0,0,0,Moscato (muskat).,NA,NA
3173515,2814034,31735,Thirsty Hippo,Coriander Amber Ale,25.90,330.00,78.49,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,Amber ale,Burk,,Skåne län,Sverige,The Uncharted Brewing Company,The Uncharted Brewing Company AB,,,5.50%,TSLS,Lokalt och småskaligt,0,0,0,"Kornmalt, humle och koriander.",1.00,NA
3173603,2814040,31736,Allsta IPA,,29.40,330.00,89.09,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,Kronkapsyl,Västernorrlands län,Sverige,Allsta Bryggeri,Allsta Bryggeri,,,6.50%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3173803,2814046,31738,Allsta Pilsner,,26.60,330.00,80.61,2017-07-03,0,Öl,Ljus lager,Pilsner - tysk stil,Flaska,Kron,Västernorrlands län,Sverige,Allsta Bryggeri,Allsta Bryggeri,,,5.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3173902,2814078,31739,Spirit of Hven Navy Strength,Organic Distilled Gin,449.00,500.00,898.00,2017-07-03,0,Gin och Genever,Gin,,Flaska,Plast,Skåne län,Sverige,Backafallsbyn AB,Backafallsbyn AB,,,57.10%,TSLS,Lokalt och småskaligt,1,0,0,NA,NA,NA
8655803,281411,86558,Sea Dog,India Pale Ale,28.20,355.00,79.44,2007-10-01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,,USA,Shipyard Brewing,World Beer Trading KB,,,6.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3174003,2814135,31740,Brekeriet,Purple Rain,36.90,330.00,111.82,2017-07-03,0,Öl,Syrlig öl,Berliner weisse,Flaska,Kron,Skåne län,Sverige,Brekeriet Beer AB,Brill & Co AB,,,5.30%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
3174303,2817042,31743,Bergslagens Portrait Hazy Face,IPA,29.90,330.00,90.61,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,Kron,Dalarnas län,Sverige,Bergslagens brygghus,Bergslagens Brygghus AB,,,6.00%,TSLS,Lokalt och småskaligt,0,0,0,"Kornmalt, havre samt humle.",NA,NA
7429201,2817052,74292,Avantis,Dolphins Assyrtiko,199.00,750.00,265.33,2017-05-26,0,Vitt vin,,,Flaska,,Santorini,Grekland,Avantis Estate,O.Wines and Spirits AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8244501,2817053,82445,Renton,Jimmy Pale Färsköl,129.00,750.00,172.00,2017-06-01,0,Öl,Ale brittisk-amerikansk stil,Golden/Blond ale,Flaska,,,Italien,Birrificio Renton,The Winemaster Sweden AB,,,4.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7575901,2817057,75759,Beaujolais-Villages,Cuvée à l'Ancienne,193.00,750.00,257.33,2017-05-27,0,Rött vin,,,Flaska,,Bourgogne,Frankrike,Domaine Joubert,Buteljholmen AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7600701,2817059,76007,Platinum,Apple and Amaretto,129.00,750.00,172.00,2017-06-01,0,Aperitif,,,Flaska,,,Spanien,Tavasa,Grapestyle Scandinavia,,,8.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3174402,2817060,31744,Wolkes,Äkta Caloric Punsch,324.00,500.00,648.00,2017-07-03,0,Punsch,Punsch,,Flaska,Plast,Skåne län,Sverige,AB Wolkes Punsch,AB Wolkes Punsch,,,26.50%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
7566401,2817061,75664,Estate Argyros,Aidani,215.00,750.00,286.67,2017-05-26,0,Vitt vin,,,Flaska,,Santorini,Grekland,Estate Argyros,Handpicked Wines Sweden AB,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7257001,2817062,72570,Argyros,Assyrtiko,189.00,750.00,252.00,2017-05-26,0,Vitt vin,,,Flaska,,Santorini,Grekland,Estate Argyros,Handpicked Wines Sweden AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7303001,2817065,73030,Barefoot,Cabernet Sauvignon,79.00,750.00,105.33,2017-05-27,0,Rött vin,,,Flaska,,Kalifornien,USA,Barefoot Cellars,Spendrups Bryggeri AB,,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7369201,2817066,73692,Barefoot,Chardonnay,79.00,750.00,105.33,2017-05-27,0,Vitt vin,,,Flaska,,Kalifornien,USA,Barefoot Cellars,Spendrups Bryggeri AB,,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7226101,2817067,72261,Moonseng,,112.00,750.00,149.33,2017-05-31,0,Rött vin,,,Flaska,,Frankrike sydväst,Frankrike,Plaimont Producteurs,AB Wicked Wine Sweden,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7920506,2817068,79205,Rosé d´Enfer,,219.00,1500.00,146.00,2017-05-27,0,Rosévin,,,Magnum,,Frankrike sydväst,Frankrike,Plaimont Producteurs,AB Wicked Wine Sweden,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7672201,2817070,76722,Rheingau Riesling,Retro Qba Trocken,89.00,750.00,118.67,2017-05-27,0,Vitt vin,,,Flaska,,Rheingau,Tyskland,Weinland Rheingau EG,janake wine group AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8150101,2817071,81501,Villa Conchi,Cava Brut Selección,109.00,750.00,145.33,2017-05-27,0,Mousserande vin,Vitt Torrt,,Flaska,Champagnekork-natur,Cava,Spanien,Villa Conchi,Vinovativa AB,,,11.50%,FS,Ordinarie sortiment,0,0,0,"30% macabeu, 30% xarel-lo, 30% parellada och 10% chardonnay.",NA,NA
7615901,2817072,76159,Cattier,Cuvée Renaissance Premier Cru Brut,543.00,750.00,724.00,2017-05-27,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Champagne Cattier,Mission Wine & Spirit AB,2008,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7969101,2817073,79691,Le Bertille,Rosso di Montepulciano,119.00,750.00,158.67,2017-06-01,0,Rött vin,,,Flaska,,Toscana,Italien,Le Bertille,Vinlusen AB,2014,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7521401,2817074,75214,Rainer Mattes,Trittenheimer Apotheke Riesling Spätlese Feinherb,149.00,750.00,198.67,2017-06-01,0,Vitt vin,,,Flaska,,Mosel,Tyskland,Weingut Rainer Mattes,Vinlusen AB,2015,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3174503,2817087,31745,Slottskällan,Juicy IPA,23.00,330.00,69.70,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,Kron,Uppsala län,Sverige,Gamla Slottskällans Bryggeri,Gamla Slottskällans Bryggeri AB,,,6.50%,TSLS,Lokalt och småskaligt,0,0,0,Korn- och vetemalt samt humle.,NA,NA
3174603,2817088,31746,Erstavik Saison,,29.90,330.00,90.61,2017-07-03,0,Öl,Ale belgisk stil,Saison,Flaska,,Stockholms län,Sverige,Nacka Bryggeri,Nacka Bryggeri AB,,,6.30%,TSLS,Lokalt och småskaligt,0,0,0,"Pilsner-, vete- och aromatisk malt samt humle av sorterna east kent golding, columbus och simcoe.",NA,NA
3174703,2817094,31747,Slottskällan,Modern Ekologisk Lager,21.00,330.00,63.64,2017-07-03,0,Öl,Ljus lager,Modern stil,Flaska,Kron,Uppsala län,Sverige,Gamla Slottskällans Bryggeri,Gamla Slottskällans Bryggeri AB,,,5.20%,TSLS,Lokalt och småskaligt,1,0,0,Kornmalt och humle.,NA,NA
2273501,28208,22735,Husets Vita,,69.00,1000.00,69.00,2001-05-07,0,Vitt vin,Lätt & Avrundat,,Papp,,,Spanien,Åkesson Vin,Kiviks Musteri AB,,,12.00%,FS,Ordinarie sortiment,1,0,0,NA,NA,NA
8666701,282145,86667,Umbala Grande Reserve,Cabernet Sauvignon Shiraz Pinotage,69.00,750.00,92.00,2007-11-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Western Cape,Sydafrika,Nordic Sea Winery,Oenoforos AB,2016,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8651401,28244,86514,Don Melchor,Cabernet Sauvignon,699.00,750.00,932.00,2001-03-01,0,Rött vin,,,Flaska,,Maipo,Chile,Concha y Toro,VCT Sweden AB,2015,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8111001,282648,81110,Guardian Peak,Summit,199.00,750.00,265.33,2007-09-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Guardian Peak,The WineAgency Sweden AB,2014,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9945501,283382,99455,Château d'Yquem,Blanc,3385.00,750.00,4513.33,2010-10-19,0,Vitt vin,Sött,,Flaska,,Bordeaux,Frankrike,NA,Swedish Brand AB,2006,,12.00%,TSE,Små partier,0,0,0,NA,NA,NA
3174801,2836575,31748,2x Bock Grandios Manipulator,,49.60,500.00,99.20,2017-07-03,0,Öl,Ljus lager,Starkare lager,Flaska,,Örebro län,Sverige,Närke Kulturbryggeri,Närke Kulturbryggeri AB,,,9.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3175203,2836623,31752,Värmdö Bryggeri,Sandhamn Ljus Lager,21.60,330.00,65.46,2017-07-03,0,Öl,Ljus lager,Internationell stil,Flaska,,Stockholms län,Sverige,Värmdö Bryggeri,Värmdö Bryggeri AB,,,4.20%,TSLS,Lokalt och småskaligt,1,0,0,Kornmalt och humle.,NA,NA
3175303,2836642,31753,Four Stroke IPA,,35.30,330.00,106.97,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Skåne län,Sverige,Höganäs Bryggeri,Höganäs Bryggeri AB,,,6.20%,TSLS,Lokalt och småskaligt,0,0,0,"Korn-, vete-, havre- och råg samt humle av sorterna mosaic och citra.",NA,NA
7382001,2836663,73820,La Linda,Old Vines Malbec,149.00,750.00,198.67,2017-05-30,0,Rött vin,,,Flaska,,Cuyo,Argentina,Bodega Luigi Bosca-Familia Arizu,Theis Vine AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8233303,2836664,82333,Urban Peers,Pear Cider,17.90,330.00,54.24,2017-06-05,0,Cider,Torr och halvtorr,,Flaska,,,Sverige,UrbanPears,Fine Brands Sweden AB,,,4.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8750903,2836665,87509,Urban Peers,Rosé Cider,17.90,330.00,54.24,2017-06-05,0,Cider,Torr och halvtorr,,Flaska,,,Sverige,UrbanPears,Fine Brands Sweden AB,,,4.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7086509,2836666,70865,Buteljholmen,Marcel Joubert 1,1362.00,4500.00,302.67,2017-05-31,0,Vin av flera typer,,,6 fl à 750 ml,,,Frankrike,Domaine Joubert,Buteljholmen AB,,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8250001,2836667,82500,Edgerton,Original Pink Gin,398.00,700.00,568.57,2017-05-31,0,Gin och Genever,Gin,,Flaska,,,Storbritannien,London Distillers Limited,Mission Wine & Spirit AB,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7367301,2836668,73673,Terres d´Artagnan,,93.00,750.00,124.00,2017-05-31,0,Rött vin,,,Flaska,,Frankrike sydväst,Frankrike,Plaimont Producteurs,AB Wicked Wine Sweden,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8975303,2836669,89753,Herman Hedning,Belgian Bastard,34.50,330.00,104.55,2017-05-31,0,Öl,Ale belgisk stil,Belgisk mörk ale,Flaska,,,Sverige,Strömsholms Brygghus,Strömsholms Brygghus,,,9.30%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8030101,2836672,80301,Luxardo,Bitter Bianco,209.00,700.00,298.57,2017-06-01,0,Bitter,,,Flaska,,,Italien,Luxardo,Nigab,,,30.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7538301,2836673,75383,Agnes,Chardonnay,249.00,750.00,332.00,2017-06-01,0,Vitt vin,,,Flaska,Naturkork,Western Cape,Sydafrika,Crystallum Wines,Quaffable Wines Sweden AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8760703,2836676,87607,Urban Peers,Apple Cider,17.90,330.00,54.24,2017-06-05,0,Cider,Torr och halvtorr,,Flaska,,,Sverige,UrbanPears,Fine Brands Sweden AB,,,4.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
69101,28368,691,Dooley's,,189.00,700.00,270.00,2001-04-02,0,Likör,Gräddlikör,,Flaska,,,Tyskland,Behn,We & Wine AB,,,17.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8281702,28370,82817,Brumaire Novembre,,229.00,500.00,458.00,2001-01-02,0,Vitt vin,Sött,,Flaska,,Frankrike sydväst,Frankrike,Alain Brumont,Vinunic AB,2009,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9836501,283815,98365,Château Margaux,,7690.00,750.00,10253.33,2009-10-15,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,NA,Hjo Grosshandel AB,2006,,12.00%,TSE,Små partier,0,0,0,NA,NA,NA
38101,284,381,Grönstedts Monopol VSOP,,349.00,700.00,498.57,1993-10-01,0,Cognac,,,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
2213901,28402,22139,Les Fumées Blanches,Sauvignon Blanc,89.00,750.00,118.67,2001-04-02,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,,Frankrike,François Lurton,The WineAgency Sweden AB,2017,,12.00%,FS,Ordinarie sortiment,0,0,0,Sauvignon blanc.,NA,NA
8885201,284278,88852,Crozes-Hermitage,Papillon,169.00,750.00,225.33,2007-10-01,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Gilles Robin,janake wine group AB,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9859301,284373,98593,Château Trotanoy,,2367.00,750.00,3156.00,2009-10-15,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,NA,Hjo Grosshandel AB,2006,,12.00%,TSE,Små partier,0,0,0,NA,NA,NA
9864501,284406,98645,Château Hosanna,,2295.00,750.00,3060.00,2009-10-15,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,NA,Hjo Grosshandel AB,2006,,12.00%,TSE,Små partier,0,0,0,NA,NA,NA
9866601,284426,98666,Château Providence,,2248.00,750.00,2997.33,2009-10-15,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,NA,Hjo Grosshandel AB,2006,,12.00%,TSE,Små partier,0,0,0,NA,NA,NA
8238501,284593,82385,La Gascogne par Alain Brumont,Tannat Merlot,99.00,750.00,132.00,2007-10-01,0,Rött vin,,,Flaska,,Frankrike sydväst,Frankrike,Alain Brumont,Vinunic AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3175703,2847818,31757,Limhamns Pale Ale,,25.00,330.00,75.76,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,Kron,Skåne län,Sverige,Limhamns Bryggeri AB,Limhamns Bryggeri,,,5.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3175603,2847819,31756,Russian Imperial Stout,Örebro Brygghus,44.90,330.00,136.06,2017-07-03,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,Örebro län,Sverige,Örebro Brygghus,Örebro Brygghus i Nerike AB,,,9.70%,TSLS,Lokalt och småskaligt,0,0,0,Korn- och vetemalt samt humle.,NA,NA
3175801,2847905,31758,Solaris Late Harvest,Kullahalvöns Vingård,279.00,750.00,372.00,2017-07-03,0,Vitt vin,Friskt & Fruktigt,,Flaska,Plast,Skåne län,Sverige,Kullahalvöns Vingård AB,Brunnby Vingård & Bryggeri AB,2016,,12.00%,TSLS,Lokalt och småskaligt,0,0,0,Solaris.,NA,NA
3176001,2848004,31760,CKV Fully Dry Cider,Brunnby Vingård & Bryggeri,79.00,750.00,105.33,2017-07-03,0,Cider,Torr och halvtorr,,Flaska,Kron,Skåne län,Sverige,Kullahalvöns Vingård AB,Brunnby Vingård & Bryggeri AB,,,4.40%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
3176102,2848015,31761,Vingården i Klagshamn,Terra Scania,159.00,500.00,318.00,2017-07-03,0,Vitt vin,Friskt & Fruktigt,,Flaska,Natur,Skåne län,Sverige,Vingården i Klagshamn,Sofrakis Murat,,,14.50%,TSLS,Lokalt och småskaligt,0,0,0,Solaris.,NA,NA
3176303,2848024,31763,1797 Helags,Amber Lager,26.90,330.00,81.52,2017-07-03,0,Öl,Mellanmörk lager,,Flaska,,Jämtlands län,Sverige,Härjebrygg,Härjedalens bryggeriaktiebolag,,,5.20%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3176503,2848034,31765,Fryken Äppelöl,,31.10,330.00,94.24,2017-07-03,0,Öl,Annan öl,,Flaska,,Värmlands län,Sverige,Västra Ämterviks Bryggeri AB,Västra Ämterviks Bryggeri AB,,,5.70%,TSLS,Lokalt och småskaligt,0,0,0,"Kornmalt, havre, vete och humle.",NA,NA
7700701,2848040,77007,Bleu de Mer,,137.00,750.00,182.67,2017-05-31,0,Rosévin,,,Flaska,,,Frankrike,Bernard Magrez,Skrubbes Wines AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7396801,2848041,73968,19 Crimes,red blend,99.00,750.00,132.00,2017-05-31,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,South Eastern Australia,Australien,19 Crimes,Treasury Wine Estates Sweden AB,2017,,13.50%,FSB,Ordinarie sortiment,0,0,0,NA,NA,NA
7774401,2848045,77744,Glam,Prosecco Extra Brut,129.00,750.00,172.00,2017-06-05,0,Mousserande vin,Vitt Torrt,,Flaska,,Venetien,Italien,Drusian Franceco Az.Agr,janake wine group AB,,,11.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7939007,2848046,79390,Matua,Sauvignon Blanc,189.00,1500.00,126.00,2017-06-01,0,Vitt vin,Friskt & Fruktigt,,Box,Vingtapp,Marlborough,Nya Zeeland,Matua Valley Wines,Treasury Wine Estates Sweden AB,2016,,13.00%,FS,Ordinarie sortiment,0,0,0,Sauvignon blanc.,NA,NA
3176703,2848050,31767,MJ's Bryggeri,Värmlänska Smaker,27.90,330.00,84.55,2017-07-03,0,Öl,Porter och stout,Torr porter och stout,Flaska,,Värmlands län,Sverige,MJ's Bryggeri,Björketorp Consulting AB,,,6.70%,TSLS,Lokalt och småskaligt,0,0,0,"Kornmalt, humle och enbär.",NA,NA
38102,285,381,Grönstedts Monopol VSOP,,199.00,350.00,568.57,1993-10-01,0,Cognac,,,Flaska,,Cognac,Frankrike,Altia,Altia Sweden AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
642701,28521,6427,Stoneleigh,Chardonnay,117.00,750.00,156.00,2001-04-02,0,Vitt vin,Fylligt & Smakrikt,,Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Stoneleigh Vineyards,Pernod Ricard Sweden AB,2017,,13.50%,FS,Ordinarie sortiment,0,0,0,Chardonnay.,NA,NA
8229301,285376,82293,Ruffino Greppone Mazzi,,359.00,750.00,478.67,2007-11-01,0,Rött vin,,,Flaska,,Toscana,Italien,Ruffino,Philipson Söderberg AB,2013,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8226601,285394,82266,Château de Parenchère,Cuvée Raphael,144.00,750.00,192.00,2007-10-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Bordeaux,Frankrike,NA,Apricot AB,2011,,14.50%,BS,Övrigt sortiment,0,0,0,"70% merlot, 15% cabernet sauvignon och 15% cabernet franc.",NA,NA
8554101,285464,85541,Primicia,Reserva,180.00,750.00,240.00,2007-11-01,0,Rött vin,,,Flaska,,Rioja,Spanien,Bodegas Primicia,Oenoforos AB,2010,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8661001,285520,86610,KWV,Reserve Sauvignon Blanc,109.00,750.00,145.33,2007-11-01,0,Vitt vin,,,Flaska,,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8446601,285604,84466,Leclerc Briant,La Ravinne Brut,340.00,750.00,453.33,2007-11-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Leclerc Briant,Scandinavian Wine & Food KB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
